date,lot_id,washing_start,washing_end,filter_press_start,filter_press_end,dry_start,dry_end,cooler_start,cooler_end,shifter_start,shifter_end,ems_start,ems_end,packing_start,packing_end,target_icp3
2022-07-24,220724203,2022-07-24 08:00:00,2022-07-24 11:48:00,2022-07-24 11:48:00,2022-07-24 15:37:00,2022-07-24 20:58:00,2022-07-25 20:46:00,2022-07-25 22:46:00,2022-07-26 02:52:00,2022-07-26 02:52:00,2022-07-26 06:51:00,2022-07-26 06:51:00,2022-07-26 10:42:00,2022-07-26 10:42:00,2022-07-26 14:53:00,0.5941
2022-07-25,220725204,2022-07-25 08:00:00,2022-07-25 11:54:00,2022-07-25 11:54:00,2022-07-25 16:02:00,2022-07-25 20:46:00,2022-07-26 20:23:00,2022-07-26 22:23:00,2022-07-27 02:28:00,2022-07-27 02:28:00,2022-07-27 06:29:00,2022-07-27 06:29:00,2022-07-27 10:28:00,2022-07-27 10:28:00,2022-07-27 14:37:00,0.0088
2022-07-26,220726205,2022-07-26 08:00:00,2022-07-26 12:04:00,2022-07-26 12:04:00,2022-07-26 16:15:00,2022-07-26 20:23:00,2022-07-27 20:48:00,2022-07-27 22:48:00,2022-07-28 02:54:00,2022-07-28 02:54:00,2022-07-28 06:52:00,2022-07-28 06:52:00,2022-07-28 10:45:00,2022-07-28 10:45:00,2022-07-28 14:53:00,0.3786
2022-07-27,220727206,2022-07-27 08:00:00,2022-07-27 11:53:00,2022-07-27 11:53:00,2022-07-27 15:56:00,2022-07-27 20:48:00,2022-07-28 20:36:00,2022-07-28 22:36:00,2022-07-29 02:43:00,2022-07-29 02:43:00,2022-07-29 06:46:00,2022-07-29 06:46:00,2022-07-29 10:43:00,2022-07-29 10:43:00,2022-07-29 14:40:00,0.6707
2022-07-28,220728207,2022-07-28 08:00:00,2022-07-28 11:59:00,2022-07-28 11:59:00,2022-07-28 15:48:00,2022-07-28 20:36:00,2022-07-29 20:10:00,2022-07-29 22:10:00,2022-07-30 02:19:00,2022-07-30 02:19:00,2022-07-30 06:07:00,2022-07-30 06:07:00,2022-07-30 10:10:00,2022-07-30 10:10:00,2022-07-30 14:01:00,0.266
2022-07-29,220729208,2022-07-29 08:00:00,2022-07-29 12:09:00,2022-07-29 12:09:00,2022-07-29 16:10:00,2022-07-29 20:10:00,2022-07-30 20:02:00,2022-07-30 22:02:00,2022-07-31 01:59:00,2022-07-31 01:59:00,2022-07-31 05:47:00,2022-07-31 05:47:00,2022-07-31 09:41:00,2022-07-31 09:41:00,2022-07-31 13:48:00,0.488
2022-07-30,220730209,2022-07-30 08:00:00,2022-07-30 12:09:00,2022-07-30 12:09:00,2022-07-30 16:02:00,2022-07-30 20:02:00,2022-07-31 19:49:00,2022-07-31 21:49:00,2022-08-01 01:46:00,2022-08-01 01:46:00,2022-08-01 05:51:00,2022-08-01 05:51:00,2022-08-01 09:50:00,2022-08-01 09:50:00,2022-08-01 13:48:00,0.7355
2022-07-31,220731210,2022-07-31 08:00:00,2022-07-31 12:05:00,2022-07-31 12:05:00,2022-07-31 16:14:00,2022-07-31 19:49:00,2022-08-01 19:22:00,2022-08-01 21:22:00,2022-08-02 01:25:00,2022-08-02 01:25:00,2022-08-02 05:31:00,2022-08-02 05:31:00,2022-08-02 09:28:00,2022-08-02 09:28:00,2022-08-02 13:18:00,0.3283
2022-08-01,220801211,2022-08-01 08:00:00,2022-08-01 11:50:00,2022-08-01 11:50:00,2022-08-01 15:58:00,2022-08-01 19:22:00,2022-08-02 19:12:00,2022-08-02 21:12:00,2022-08-03 01:16:00,2022-08-03 01:16:00,2022-08-03 05:19:00,2022-08-03 05:19:00,2022-08-03 09:20:00,2022-08-03 09:20:00,2022-08-03 13:16:00,0.4771
2022-08-02,220802212,2022-08-02 08:00:00,2022-08-02 11:54:00,2022-08-02 11:54:00,2022-08-02 15:58:00,2022-08-02 19:12:00,2022-08-03 19:18:00,2022-08-03 21:18:00,2022-08-04 01:27:00,2022-08-04 01:27:00,2022-08-04 05:19:00,2022-08-04 05:19:00,2022-08-04 09:07:00,2022-08-04 09:07:00,2022-08-04 12:56:00,0.271
2022-08-03,220803213,2022-08-03 08:00:00,2022-08-03 12:07:00,2022-08-03 12:07:00,2022-08-03 16:16:00,2022-08-03 19:18:00,2022-08-04 19:36:00,2022-08-04 21:36:00,2022-08-05 01:43:00,2022-08-05 01:43:00,2022-08-05 05:32:00,2022-08-05 05:32:00,2022-08-05 09:43:00,2022-08-05 09:43:00,2022-08-05 13:45:00,0.3042
2022-08-04,220804214,2022-08-04 08:00:00,2022-08-04 12:00:00,2022-08-04 12:00:00,2022-08-04 15:51:00,2022-08-04 19:36:00,2022-08-05 19:59:00,2022-08-05 21:59:00,2022-08-06 02:09:00,2022-08-06 02:09:00,2022-08-06 06:15:00,2022-08-06 06:15:00,2022-08-06 10:08:00,2022-08-06 10:08:00,2022-08-06 14:12:00,0.7917
2022-08-05,220805215,2022-08-05 08:00:00,2022-08-05 12:08:00,2022-08-05 12:08:00,2022-08-05 16:07:00,2022-08-05 19:59:00,2022-08-06 20:04:00,2022-08-06 22:04:00,2022-08-07 02:09:00,2022-08-07 02:09:00,2022-08-07 05:57:00,2022-08-07 05:57:00,2022-08-07 09:55:00,2022-08-07 09:55:00,2022-08-07 14:05:00,0.7841
2022-08-06,220806216,2022-08-06 08:00:00,2022-08-06 12:03:00,2022-08-06 12:03:00,2022-08-06 16:13:00,2022-08-06 20:04:00,2022-08-07 20:26:00,2022-08-07 22:26:00,2022-08-08 02:29:00,2022-08-08 02:29:00,2022-08-08 06:23:00,2022-08-08 06:23:00,2022-08-08 10:29:00,2022-08-08 10:29:00,2022-08-08 14:24:00,0.3309
2022-08-07,220807217,2022-08-07 08:00:00,2022-08-07 11:49:00,2022-08-07 11:49:00,2022-08-07 15:51:00,2022-08-07 20:26:00,2022-08-08 20:24:00,2022-08-08 22:24:00,2022-08-09 02:21:00,2022-08-09 02:21:00,2022-08-09 06:09:00,2022-08-09 06:09:00,2022-08-09 10:01:00,2022-08-09 10:01:00,2022-08-09 13:53:00,0.5277
2022-08-08,220808218,2022-08-08 08:00:00,2022-08-08 12:06:00,2022-08-08 12:06:00,2022-08-08 16:15:00,2022-08-08 20:24:00,2022-08-09 20:44:00,2022-08-09 22:44:00,2022-08-10 02:54:00,2022-08-10 02:54:00,2022-08-10 07:01:00,2022-08-10 07:01:00,2022-08-10 11:12:00,2022-08-10 11:12:00,2022-08-10 15:18:00,0.2209
2022-08-09,220809219,2022-08-09 08:00:00,2022-08-09 12:08:00,2022-08-09 12:08:00,2022-08-09 16:07:00,2022-08-09 20:44:00,2022-08-10 20:58:00,2022-08-10 22:58:00,2022-08-11 03:07:00,2022-08-11 03:07:00,2022-08-11 07:05:00,2022-08-11 07:05:00,2022-08-11 10:57:00,2022-08-11 10:57:00,2022-08-11 15:02:00,0.5731
2022-08-10,220810220,2022-08-10 08:00:00,2022-08-10 11:54:00,2022-08-10 11:54:00,2022-08-10 16:00:00,2022-08-10 20:58:00,2022-08-11 20:58:00,2022-08-11 22:58:00,2022-08-12 02:57:00,2022-08-12 02:57:00,2022-08-12 06:47:00,2022-08-12 06:47:00,2022-08-12 10:47:00,2022-08-12 10:47:00,2022-08-12 14:37:00,0.7145
2022-08-11,220811221,2022-08-11 08:00:00,2022-08-11 12:11:00,2022-08-11 12:11:00,2022-08-11 16:05:00,2022-08-11 20:58:00,2022-08-12 21:24:00,2022-08-12 23:24:00,2022-08-13 03:17:00,2022-08-13 03:17:00,2022-08-13 07:11:00,2022-08-13 07:11:00,2022-08-13 11:17:00,2022-08-13 11:17:00,2022-08-13 15:10:00,0.3676
2022-08-12,220812222,2022-08-12 08:00:00,2022-08-12 12:11:00,2022-08-12 12:11:00,2022-08-12 16:13:00,2022-08-12 21:24:00,2022-08-13 21:01:00,2022-08-13 23:01:00,2022-08-14 02:50:00,2022-08-14 02:50:00,2022-08-14 06:44:00,2022-08-14 06:44:00,2022-08-14 10:36:00,2022-08-14 10:36:00,2022-08-14 14:35:00,0.3892
2022-08-13,220813223,2022-08-13 08:00:00,2022-08-13 11:53:00,2022-08-13 11:53:00,2022-08-13 16:03:00,2022-08-13 21:01:00,2022-08-14 21:26:00,2022-08-14 23:26:00,2022-08-15 03:36:00,2022-08-15 03:36:00,2022-08-15 07:29:00,2022-08-15 07:29:00,2022-08-15 11:17:00,2022-08-15 11:17:00,2022-08-15 15:22:00,0.3994
2022-08-14,220814224,2022-08-14 08:00:00,2022-08-14 11:52:00,2022-08-14 11:52:00,2022-08-14 15:49:00,2022-08-14 21:26:00,2022-08-15 21:49:00,2022-08-15 23:49:00,2022-08-16 03:39:00,2022-08-16 03:39:00,2022-08-16 07:27:00,2022-08-16 07:27:00,2022-08-16 11:25:00,2022-08-16 11:25:00,2022-08-16 15:20:00,0.6062
2022-08-15,220815225,2022-08-15 08:00:00,2022-08-15 11:50:00,2022-08-15 11:50:00,2022-08-15 15:53:00,2022-08-15 21:49:00,2022-08-16 22:11:00,2022-08-17 00:11:00,2022-08-17 04:04:00,2022-08-17 04:04:00,2022-08-17 08:11:00,2022-08-17 08:11:00,2022-08-17 12:19:00,2022-08-17 12:19:00,2022-08-17 16:17:00,0.4568
2022-08-16,220816226,2022-08-16 08:00:00,2022-08-16 12:07:00,2022-08-16 12:07:00,2022-08-16 15:59:00,2022-08-16 22:11:00,2022-08-17 22:15:00,2022-08-18 00:15:00,2022-08-18 04:07:00,2022-08-18 04:07:00,2022-08-18 07:57:00,2022-08-18 07:57:00,2022-08-18 11:49:00,2022-08-18 11:49:00,2022-08-18 15:58:00,0.4788
2022-08-17,220817227,2022-08-17 08:00:00,2022-08-17 11:50:00,2022-08-17 11:50:00,2022-08-17 15:50:00,2022-08-17 22:15:00,2022-08-18 22:25:00,2022-08-19 00:25:00,2022-08-19 04:18:00,2022-08-19 04:18:00,2022-08-19 08:15:00,2022-08-19 08:15:00,2022-08-19 12:16:00,2022-08-19 12:16:00,2022-08-19 16:23:00,0.4996
2022-08-18,220818228,2022-08-18 08:00:00,2022-08-18 12:11:00,2022-08-18 12:11:00,2022-08-18 15:59:00,2022-08-18 22:25:00,2022-08-19 22:44:00,2022-08-20 00:44:00,2022-08-20 04:35:00,2022-08-20 04:35:00,2022-08-20 08:42:00,2022-08-20 08:42:00,2022-08-20 12:52:00,2022-08-20 12:52:00,2022-08-20 16:51:00,0.319
2022-08-19,220819229,2022-08-19 08:00:00,2022-08-19 11:51:00,2022-08-19 11:51:00,2022-08-19 15:44:00,2022-08-19 22:44:00,2022-08-20 22:54:00,2022-08-21 00:54:00,2022-08-21 04:49:00,2022-08-21 04:49:00,2022-08-21 08:53:00,2022-08-21 08:53:00,2022-08-21 12:42:00,2022-08-21 12:42:00,2022-08-21 16:47:00,0.2952
2022-08-20,220820230,2022-08-20 08:00:00,2022-08-20 11:58:00,2022-08-20 11:58:00,2022-08-20 15:51:00,2022-08-20 22:54:00,2022-08-21 22:31:00,2022-08-22 00:31:00,2022-08-22 04:32:00,2022-08-22 04:32:00,2022-08-22 08:31:00,2022-08-22 08:31:00,2022-08-22 12:35:00,2022-08-22 12:35:00,2022-08-22 16:46:00,0.5598
2022-08-21,220821231,2022-08-21 08:00:00,2022-08-21 12:08:00,2022-08-21 12:08:00,2022-08-21 16:05:00,2022-08-21 22:31:00,2022-08-22 22:07:00,2022-08-23 00:07:00,2022-08-23 03:56:00,2022-08-23 03:56:00,2022-08-23 08:02:00,2022-08-23 08:02:00,2022-08-23 12:11:00,2022-08-23 12:11:00,2022-08-23 16:00:00,0.543
2022-08-22,220822232,2022-08-22 08:00:00,2022-08-22 11:57:00,2022-08-22 11:57:00,2022-08-22 16:00:00,2022-08-22 22:07:00,2022-08-23 22:03:00,2022-08-24 00:03:00,2022-08-24 03:59:00,2022-08-24 03:59:00,2022-08-24 07:49:00,2022-08-24 07:49:00,2022-08-24 11:42:00,2022-08-24 11:42:00,2022-08-24 15:31:00,0.5782
2022-08-23,220823233,2022-08-23 08:00:00,2022-08-23 11:53:00,2022-08-23 11:53:00,2022-08-23 15:45:00,2022-08-23 22:03:00,2022-08-24 21:46:00,2022-08-24 23:46:00,2022-08-25 03:34:00,2022-08-25 03:34:00,2022-08-25 07:26:00,2022-08-25 07:26:00,2022-08-25 11:26:00,2022-08-25 11:26:00,2022-08-25 15:35:00,0.4974
2022-08-24,220824234,2022-08-24 08:00:00,2022-08-24 11:56:00,2022-08-24 11:56:00,2022-08-24 15:45:00,2022-08-24 21:46:00,2022-08-25 21:33:00,2022-08-25 23:33:00,2022-08-26 03:26:00,2022-08-26 03:26:00,2022-08-26 07:31:00,2022-08-26 07:31:00,2022-08-26 11:34:00,2022-08-26 11:34:00,2022-08-26 15:40:00,0.6748
2022-08-25,220825235,2022-08-25 08:00:00,2022-08-25 11:58:00,2022-08-25 11:58:00,2022-08-25 15:49:00,2022-08-25 21:33:00,2022-08-26 21:42:00,2022-08-26 23:42:00,2022-08-27 03:36:00,2022-08-27 03:36:00,2022-08-27 07:35:00,2022-08-27 07:35:00,2022-08-27 11:26:00,2022-08-27 11:26:00,2022-08-27 15:32:00,0.492
2022-08-26,220826236,2022-08-26 08:00:00,2022-08-26 11:50:00,2022-08-26 11:50:00,2022-08-26 15:40:00,2022-08-26 21:42:00,2022-08-27 22:01:00,2022-08-28 00:01:00,2022-08-28 04:02:00,2022-08-28 04:02:00,2022-08-28 07:53:00,2022-08-28 07:53:00,2022-08-28 11:44:00,2022-08-28 11:44:00,2022-08-28 15:40:00,0.6425
2022-08-27,220827237,2022-08-27 08:00:00,2022-08-27 12:00:00,2022-08-27 12:00:00,2022-08-27 16:07:00,2022-08-27 22:01:00,2022-08-28 22:19:00,2022-08-29 00:19:00,2022-08-29 04:17:00,2022-08-29 04:17:00,2022-08-29 08:23:00,2022-08-29 08:23:00,2022-08-29 12:22:00,2022-08-29 12:22:00,2022-08-29 16:17:00,0.3646
2022-08-28,220828238,2022-08-28 08:00:00,2022-08-28 12:08:00,2022-08-28 12:08:00,2022-08-28 15:57:00,2022-08-28 22:19:00,2022-08-29 22:03:00,2022-08-30 00:03:00,2022-08-30 03:56:00,2022-08-30 03:56:00,2022-08-30 07:59:00,2022-08-30 07:59:00,2022-08-30 11:50:00,2022-08-30 11:50:00,2022-08-30 15:50:00,0.6921
2022-08-29,220829239,2022-08-29 08:00:00,2022-08-29 11:52:00,2022-08-29 11:52:00,2022-08-29 15:48:00,2022-08-29 22:03:00,2022-08-30 22:17:00,2022-08-31 00:17:00,2022-08-31 04:26:00,2022-08-31 04:26:00,2022-08-31 08:14:00,2022-08-31 08:14:00,2022-08-31 12:07:00,2022-08-31 12:07:00,2022-08-31 16:16:00,0.5466
2022-08-30,220830240,2022-08-30 08:00:00,2022-08-30 12:10:00,2022-08-30 12:10:00,2022-08-30 16:00:00,2022-08-30 22:17:00,2022-08-31 22:05:00,2022-09-01 00:05:00,2022-09-01 04:02:00,2022-09-01 04:02:00,2022-09-01 08:02:00,2022-09-01 08:02:00,2022-09-01 12:07:00,2022-09-01 12:07:00,2022-09-01 16:15:00,0.2397
2022-08-31,220831241,2022-08-31 08:00:00,2022-08-31 12:01:00,2022-08-31 12:01:00,2022-08-31 15:49:00,2022-08-31 22:05:00,2022-09-01 22:33:00,2022-09-02 00:33:00,2022-09-02 04:37:00,2022-09-02 04:37:00,2022-09-02 08:47:00,2022-09-02 08:47:00,2022-09-02 12:57:00,2022-09-02 12:57:00,2022-09-02 17:04:00,0.6109
2022-09-01,220901242,2022-09-01 08:00:00,2022-09-01 11:50:00,2022-09-01 11:50:00,2022-09-01 15:59:00,2022-09-01 22:33:00,2022-09-02 22:23:00,2022-09-03 00:23:00,2022-09-03 04:18:00,2022-09-03 04:18:00,2022-09-03 08:19:00,2022-09-03 08:19:00,2022-09-03 12:09:00,2022-09-03 12:09:00,2022-09-03 16:04:00,0.6981
2022-09-02,220902243,2022-09-02 08:00:00,2022-09-02 12:09:00,2022-09-02 12:09:00,2022-09-02 16:04:00,2022-09-02 22:23:00,2022-09-03 21:58:00,2022-09-03 23:58:00,2022-09-04 03:57:00,2022-09-04 03:57:00,2022-09-04 07:47:00,2022-09-04 07:47:00,2022-09-04 11:49:00,2022-09-04 11:49:00,2022-09-04 15:43:00,0.3716
2022-09-03,220903244,2022-09-03 08:00:00,2022-09-03 11:58:00,2022-09-03 11:58:00,2022-09-03 15:50:00,2022-09-03 21:58:00,2022-09-04 21:43:00,2022-09-04 23:43:00,2022-09-05 03:41:00,2022-09-05 03:41:00,2022-09-05 07:51:00,2022-09-05 07:51:00,2022-09-05 11:54:00,2022-09-05 11:54:00,2022-09-05 15:57:00,0.4715
2022-09-04,220904245,2022-09-04 08:00:00,2022-09-04 12:02:00,2022-09-04 12:02:00,2022-09-04 16:09:00,2022-09-04 21:43:00,2022-09-05 21:25:00,2022-09-05 23:25:00,2022-09-06 03:19:00,2022-09-06 03:19:00,2022-09-06 07:18:00,2022-09-06 07:18:00,2022-09-06 11:21:00,2022-09-06 11:21:00,2022-09-06 15:28:00,0.8138
2022-09-05,220905246,2022-09-05 08:00:00,2022-09-05 11:51:00,2022-09-05 11:51:00,2022-09-05 15:44:00,2022-09-05 21:25:00,2022-09-06 20:58:00,2022-09-06 22:58:00,2022-09-07 02:57:00,2022-09-07 02:57:00,2022-09-07 07:03:00,2022-09-07 07:03:00,2022-09-07 11:13:00,2022-09-07 11:13:00,2022-09-07 15:14:00,0.2998
2022-09-06,220906247,2022-09-06 08:00:00,2022-09-06 12:01:00,2022-09-06 12:01:00,2022-09-06 15:49:00,2022-09-06 20:58:00,2022-09-07 21:02:00,2022-09-07 23:02:00,2022-09-08 03:08:00,2022-09-08 03:08:00,2022-09-08 07:01:00,2022-09-08 07:01:00,2022-09-08 10:55:00,2022-09-08 10:55:00,2022-09-08 15:00:00,0.1681
2022-09-07,220907248,2022-09-07 08:00:00,2022-09-07 12:10:00,2022-09-07 12:10:00,2022-09-07 16:06:00,2022-09-07 21:02:00,2022-09-08 20:33:00,2022-09-08 22:33:00,2022-09-09 02:23:00,2022-09-09 02:23:00,2022-09-09 06:19:00,2022-09-09 06:19:00,2022-09-09 10:19:00,2022-09-09 10:19:00,2022-09-09 14:18:00,0.7444
2022-09-08,220908249,2022-09-08 08:00:00,2022-09-08 11:55:00,2022-09-08 11:55:00,2022-09-08 15:44:00,2022-09-08 20:33:00,2022-09-09 20:38:00,2022-09-09 22:38:00,2022-09-10 02:47:00,2022-09-10 02:47:00,2022-09-10 06:54:00,2022-09-10 06:54:00,2022-09-10 11:04:00,2022-09-10 11:04:00,2022-09-10 15:07:00,0.3907
2022-09-09,220909250,2022-09-09 08:00:00,2022-09-09 11:50:00,2022-09-09 11:50:00,2022-09-09 15:53:00,2022-09-09 20:38:00,2022-09-10 20:16:00,2022-09-10 22:16:00,2022-09-11 02:24:00,2022-09-11 02:24:00,2022-09-11 06:19:00,2022-09-11 06:19:00,2022-09-11 10:08:00,2022-09-11 10:08:00,2022-09-11 14:10:00,0.3368
2022-09-10,220910251,2022-09-10 08:00:00,2022-09-10 12:10:00,2022-09-10 12:10:00,2022-09-10 16:02:00,2022-09-10 20:16:00,2022-09-11 20:22:00,2022-09-11 22:22:00,2022-09-12 02:28:00,2022-09-12 02:28:00,2022-09-12 06:36:00,2022-09-12 06:36:00,2022-09-12 10:47:00,2022-09-12 10:47:00,2022-09-12 14:57:00,0.4438
2022-09-11,220911252,2022-09-11 08:00:00,2022-09-11 12:09:00,2022-09-11 12:09:00,2022-09-11 16:03:00,2022-09-11 20:22:00,2022-09-12 19:54:00,2022-09-12 21:54:00,2022-09-13 02:02:00,2022-09-13 02:02:00,2022-09-13 05:52:00,2022-09-13 05:52:00,2022-09-13 09:55:00,2022-09-13 09:55:00,2022-09-13 14:03:00,0.6671
2022-09-12,220912253,2022-09-12 08:00:00,2022-09-12 12:09:00,2022-09-12 12:09:00,2022-09-12 16:01:00,2022-09-12 19:54:00,2022-09-13 19:58:00,2022-09-13 21:58:00,2022-09-14 01:59:00,2022-09-14 01:59:00,2022-09-14 05:56:00,2022-09-14 05:56:00,2022-09-14 10:06:00,2022-09-14 10:06:00,2022-09-14 14:13:00,0.7192
2022-09-13,220913254,2022-09-13 08:00:00,2022-09-13 11:50:00,2022-09-13 11:50:00,2022-09-13 16:01:00,2022-09-13 19:58:00,2022-09-14 20:16:00,2022-09-14 22:16:00,2022-09-15 02:07:00,2022-09-15 02:07:00,2022-09-15 06:06:00,2022-09-15 06:06:00,2022-09-15 09:58:00,2022-09-15 09:58:00,2022-09-15 14:08:00,0.3866
2022-09-14,220914255,2022-09-14 08:00:00,2022-09-14 11:52:00,2022-09-14 11:52:00,2022-09-14 16:00:00,2022-09-14 20:16:00,2022-09-15 20:40:00,2022-09-15 22:40:00,2022-09-16 02:40:00,2022-09-16 02:40:00,2022-09-16 06:30:00,2022-09-16 06:30:00,2022-09-16 10:22:00,2022-09-16 10:22:00,2022-09-16 14:19:00,0.2586
2022-09-15,220915256,2022-09-15 08:00:00,2022-09-15 12:06:00,2022-09-15 12:06:00,2022-09-15 15:56:00,2022-09-15 20:40:00,2022-09-16 20:52:00,2022-09-16 22:52:00,2022-09-17 02:55:00,2022-09-17 02:55:00,2022-09-17 06:57:00,2022-09-17 06:57:00,2022-09-17 11:00:00,2022-09-17 11:00:00,2022-09-17 15:09:00,0.9775
2022-09-16,220916257,2022-09-16 08:00:00,2022-09-16 11:58:00,2022-09-16 11:58:00,2022-09-16 16:08:00,2022-09-16 20:52:00,2022-09-17 20:37:00,2022-09-17 22:37:00,2022-09-18 02:41:00,2022-09-18 02:41:00,2022-09-18 06:40:00,2022-09-18 06:40:00,2022-09-18 10:32:00,2022-09-18 10:32:00,2022-09-18 14:26:00,0.6372
2022-09-17,220917258,2022-09-17 08:00:00,2022-09-17 11:53:00,2022-09-17 11:53:00,2022-09-17 15:51:00,2022-09-17 20:37:00,2022-09-18 20:17:00,2022-09-18 22:17:00,2022-09-19 02:15:00,2022-09-19 02:15:00,2022-09-19 06:10:00,2022-09-19 06:10:00,2022-09-19 10:11:00,2022-09-19 10:11:00,2022-09-19 14:08:00,0.6234
2022-09-18,220918259,2022-09-18 08:00:00,2022-09-18 12:07:00,2022-09-18 12:07:00,2022-09-18 15:58:00,2022-09-18 20:17:00,2022-09-19 20:41:00,2022-09-19 22:41:00,2022-09-20 02:39:00,2022-09-20 02:39:00,2022-09-20 06:37:00,2022-09-20 06:37:00,2022-09-20 10:38:00,2022-09-20 10:38:00,2022-09-20 14:34:00,0.4795
2022-09-19,220919260,2022-09-19 08:00:00,2022-09-19 11:58:00,2022-09-19 11:58:00,2022-09-19 15:55:00,2022-09-19 20:41:00,2022-09-20 20:48:00,2022-09-20 22:48:00,2022-09-21 02:41:00,2022-09-21 02:41:00,2022-09-21 06:38:00,2022-09-21 06:38:00,2022-09-21 10:31:00,2022-09-21 10:31:00,2022-09-21 14:38:00,0.5506
2022-09-20,220920261,2022-09-20 08:00:00,2022-09-20 11:59:00,2022-09-20 11:59:00,2022-09-20 16:10:00,2022-09-20 20:48:00,2022-09-21 20:22:00,2022-09-21 22:22:00,2022-09-22 02:20:00,2022-09-22 02:20:00,2022-09-22 06:23:00,2022-09-22 06:23:00,2022-09-22 10:22:00,2022-09-22 10:22:00,2022-09-22 14:16:00,0.6956
2022-09-21,220921262,2022-09-21 08:00:00,2022-09-21 11:52:00,2022-09-21 11:52:00,2022-09-21 16:02:00,2022-09-21 20:22:00,2022-09-22 20:12:00,2022-09-22 22:12:00,2022-09-23 02:16:00,2022-09-23 02:16:00,2022-09-23 06:08:00,2022-09-23 06:08:00,2022-09-23 10:12:00,2022-09-23 10:12:00,2022-09-23 14:04:00,0.6632
2022-09-22,220922263,2022-09-22 08:00:00,2022-09-22 11:55:00,2022-09-22 11:55:00,2022-09-22 15:54:00,2022-09-22 20:12:00,2022-09-23 20:05:00,2022-09-23 22:05:00,2022-09-24 01:59:00,2022-09-24 01:59:00,2022-09-24 05:53:00,2022-09-24 05:53:00,2022-09-24 09:53:00,2022-09-24 09:53:00,2022-09-24 13:49:00,0.6879
2022-09-23,220923264,2022-09-23 08:00:00,2022-09-23 12:06:00,2022-09-23 12:06:00,2022-09-23 16:05:00,2022-09-23 20:05:00,2022-09-24 20:33:00,2022-09-24 22:33:00,2022-09-25 02:37:00,2022-09-25 02:37:00,2022-09-25 06:45:00,2022-09-25 06:45:00,2022-09-25 10:47:00,2022-09-25 10:47:00,2022-09-25 14:37:00,0.4505
2022-09-24,220924265,2022-09-24 08:00:00,2022-09-24 11:49:00,2022-09-24 11:49:00,2022-09-24 15:47:00,2022-09-24 20:33:00,2022-09-25 20:39:00,2022-09-25 22:39:00,2022-09-26 02:37:00,2022-09-26 02:37:00,2022-09-26 06:27:00,2022-09-26 06:27:00,2022-09-26 10:28:00,2022-09-26 10:28:00,2022-09-26 14:31:00,0.3857
2022-09-25,220925266,2022-09-25 08:00:00,2022-09-25 11:52:00,2022-09-25 11:52:00,2022-09-25 16:03:00,2022-09-25 20:39:00,2022-09-26 20:41:00,2022-09-26 22:41:00,2022-09-27 02:41:00,2022-09-27 02:41:00,2022-09-27 06:36:00,2022-09-27 06:36:00,2022-09-27 10:45:00,2022-09-27 10:45:00,2022-09-27 14:51:00,0.15
2022-09-26,220926267,2022-09-26 08:00:00,2022-09-26 12:07:00,2022-09-26 12:07:00,2022-09-26 15:55:00,2022-09-26 20:41:00,2022-09-27 20:14:00,2022-09-27 22:14:00,2022-09-28 02:21:00,2022-09-28 02:21:00,2022-09-28 06:09:00,2022-09-28 06:09:00,2022-09-28 09:58:00,2022-09-28 09:58:00,2022-09-28 13:57:00,0.4201
2022-09-27,220927268,2022-09-27 08:00:00,2022-09-27 11:49:00,2022-09-27 11:49:00,2022-09-27 15:40:00,2022-09-27 20:14:00,2022-09-28 19:57:00,2022-09-28 21:57:00,2022-09-29 02:01:00,2022-09-29 02:01:00,2022-09-29 05:53:00,2022-09-29 05:53:00,2022-09-29 09:46:00,2022-09-29 09:46:00,2022-09-29 13:39:00,0.3026
2022-09-28,220928269,2022-09-28 08:00:00,2022-09-28 12:01:00,2022-09-28 12:01:00,2022-09-28 15:52:00,2022-09-28 19:57:00,2022-09-29 19:31:00,2022-09-29 21:31:00,2022-09-30 01:27:00,2022-09-30 01:27:00,2022-09-30 05:25:00,2022-09-30 05:25:00,2022-09-30 09:30:00,2022-09-30 09:30:00,2022-09-30 13:26:00,0.5578
2022-09-29,220929270,2022-09-29 08:00:00,2022-09-29 11:52:00,2022-09-29 11:52:00,2022-09-29 15:55:00,2022-09-29 19:31:00,2022-09-30 19:56:00,2022-09-30 21:56:00,2022-10-01 01:59:00,2022-10-01 01:59:00,2022-10-01 05:58:00,2022-10-01 05:58:00,2022-10-01 10:02:00,2022-10-01 10:02:00,2022-10-01 14:12:00,0.5601
2022-09-30,220930271,2022-09-30 08:00:00,2022-09-30 11:48:00,2022-09-30 11:48:00,2022-09-30 15:38:00,2022-09-30 19:56:00,2022-10-01 20:04:00,2022-10-01 22:04:00,2022-10-02 02:07:00,2022-10-02 02:07:00,2022-10-02 06:14:00,2022-10-02 06:14:00,2022-10-02 10:07:00,2022-10-02 10:07:00,2022-10-02 14:13:00,0.4072
2022-10-01,221001272,2022-10-01 08:00:00,2022-10-01 12:11:00,2022-10-01 12:11:00,2022-10-01 16:16:00,2022-10-01 20:04:00,2022-10-02 19:55:00,2022-10-02 21:55:00,2022-10-03 01:43:00,2022-10-03 01:43:00,2022-10-03 05:52:00,2022-10-03 05:52:00,2022-10-03 09:59:00,2022-10-03 09:59:00,2022-10-03 14:03:00,0.3782
